Id,SalePrice
1461,122980.45069832454
1462,158402.65762387402
1463,183366.76919690112
1464,186841.29530692063
1465,204769.64794321783
1466,170209.34240076307
1467,171174.54357023418
1468,164072.2427308069
1469,167147.29317584334
1470,117951.00240953983
1471,184855.06323573375
1472,88723.0924985988
1473,100963.49121881931
1474,150770.6257869537
1475,126293.73077130191
1476,409090.288898175
1477,255167.732734845
1478,286805.0320697734
1479,270709.4162065749
1480,474640.4948003788
1481,310038.17078975076
1482,200860.10432893434
1483,174921.3826542411
1484,172624.04538573266
1485,168222.66815981123
1486,187475.89251131917
1487,358602.2033698646
1488,222035.5041241185
1489,209104.29714675597
1490,219948.5816767951
1491,187651.84062512527
1492,84986.13952232817
1493,177991.25491643543
1494,272867.5494720902
1495,281093.6850828152
1496,242898.62373298302
1497,185111.2003396748
1498,153624.2291881936
1499,150292.66805406607
1500,149321.2472565674
1501,171806.63661169505
1502,160989.77437665276
1503,320529.29745030287
1504,220789.88108326856
1505,221743.29341868073
1506,180524.38784184912
1507,227547.06774907108
1508,207095.4591630581
1509,161493.86612029624
1510,149135.82944457812
1511,138758.08049544093
1512,160548.37760856142
1513,146471.61546142856
1514,180507.15568070384
1515,185848.5779136659
1516,151226.15562915665
1517,164180.74033453703
1518,114404.15540535898
1519,202496.02526149552
1520,129583.62927560187
1521,143115.25748804267
1522,164365.11891307167
1523,107107.84445241916
1524,125518.89478940282
1525,124862.07380583242
1526,132031.03502635073
1527,107324.29382086171
1528,135532.5556557627
1529,145816.99896529972
1530,175244.47594816115
1531,110965.94965743451
1532,96940.37280365454
1533,135458.36232866228
1534,120501.77755635288
1535,154027.5636151128
1536,108878.11369332208
1537,73681.92308526924
1538,194181.96844940353
1539,249223.76219087758
1540,84517.06918007576
1541,155760.60335848358
1542,158741.23012455532
1543,220925.24763715398
1544,79226.17295199442
1545,105690.49207853232
1546,121873.8350056792
1547,139625.14087293248
1548,134982.00113950792
1549,115754.73724810798
1550,148724.66601018969
1551,101620.563666905
1552,120315.17770062739
1553,163256.81169068613
1554,102464.34770537265
1555,199439.76625725528
1556,76373.81657104341
1557,113870.70941175282
1558,85360.67403656912
1559,91568.03874671376
1560,127773.48396499151
1561,139839.1368132004
1562,129885.75159432768
1563,115718.26468773968
1564,156251.20153672755
1565,149857.25627841553
1566,219912.32686414177
1567,74995.22694024241
1568,229144.68279714973
1569,144957.20930104028
1570,145465.33984178264
1571,122437.55170323228
1572,152568.00872761325
1573,252498.21080956832
1574,114543.07293856416
1575,204097.80804137932
1576,213774.81951411758
1577,204470.86362460136
1578,154126.95885463725
1579,143933.58892254642
1580,196428.47691780204
1581,149352.9950225006
1582,126219.44884237456
1583,322141.74779081374
1584,239431.93826951395
1585,138003.61485727757
1586,76987.13779911793
1587,99415.10941274939
1588,158824.3170232188
1589,100576.22444825129
1590,126828.8797710352
1591,98278.24261056856
1592,120462.16481446644
1593,117567.82777316171
1594,131186.41333578073
1595,122930.56495776106
1596,238987.3121377087
1597,155894.12394209197
1598,196614.55903761805
1599,200327.1272702404
1600,185158.24098809878
1601,76852.29019201682
1602,117248.54334701889
1603,102655.88612575884
1604,282011.5127699502
1605,243835.26891359172
1606,162805.9506177191
1607,176800.12427490478
1608,215096.33439854378
1609,204243.8573285366
1610,159146.49463561876
1611,125020.79870564793
1612,156993.91102445507
1613,159152.4133915875
1614,121909.26776741282
1615,83578.0532081281
1616,76584.02225668317
1617,91956.43207058942
1618,131251.25723595728
1619,135284.16530949294
1620,151851.27296556102
1621,138488.50491139683
1622,151254.91804156866
1623,288747.07260741794
1624,198617.58820658573
1625,113760.72221274421
1626,158782.76409096766
1627,189065.94056944287
1628,262329.5575832763
1629,182161.44110010716
1630,391430.3432022374
1631,222481.97827612373
1632,250497.4581700374
1633,167183.90959499942
1634,182943.52602027243
1635,176919.36331357397
1636,157645.97691148557
1637,176713.18846646856
1638,192054.68290590667
1639,179722.28990965462
1640,234382.24448573362
1641,178213.6122927645
1642,222390.15119593154
1643,205715.0120615861
1644,223842.18881281567
1645,185770.83593742718
1646,152551.6677062349
1647,149997.07946001235
1648,130249.20502518708
1649,136664.91301907363
1650,114041.28724889258
1651,121924.00383893517
1652,89798.12723419248
1653,92528.72358109787
1654,149038.34797793202
1655,144779.97500374558
1656,145926.30956206584
1657,149553.60961687227
1658,147519.48155972396
1659,128866.16168148293
1660,155169.45223358963
1661,488963.7341689877
1662,420996.5495162437
1663,381767.41332125844
1664,472615.80186856684
1665,323714.7940831527
1666,356099.33401957364
1667,388274.75783773564
1668,332829.39662362786
1669,301725.2440979498
1670,343722.7960952479
1671,265939.2314783256
1672,452043.8021674022
1673,310700.52002808626
1674,241927.33654501656
1675,184071.6714043768
1676,182021.23654848133
1677,218067.14938105317
1678,434819.4278905729
1679,417510.90360528737
1680,332504.1577954172
1681,264648.180279587
1682,317781.2063302943
1683,171854.3249012891
1684,166116.52754357524
1685,165740.3800909779
1686,165959.7322723882
1687,163947.15777909974
1688,180436.9651146296
1689,187844.9428471843
1690,182395.1047436512
1691,167068.89625614663
1692,265182.23152989923
1693,163523.8741932188
1694,178291.75051126795
1695,163739.41721679512
1696,245109.3231398711
1697,162893.7363741916
1698,373366.91107776825
1699,320526.02050729905
1700,242216.30439143442
1701,259391.91930535252
1702,266777.04844257416
1703,261070.9819294347
1704,305404.3846235303
1705,232602.51720987813
1706,466792.06286428374
1707,219382.24638121578
1708,210519.20172187273
1709,270449.34983635787
1710,227553.83842046288
1711,269858.4313666561
1712,254715.7499024681
1713,268130.0947272006
1714,217247.028736549
1715,208822.9989878916
1716,181924.45020167713
